id,surface,path,snippet,legacy_roles,class,target_mapping,risk,status
BE-0318,be,backend/app/modules/companies/router.py,"require_roles(Role.manager, Role.admin, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0319,be,backend/app/modules/companies/router.py,"require_roles(Role.manager, Role.admin, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0320,be,backend/app/modules/companies/router.py,"require_roles(Role.manager, Role.admin, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0321,be,backend/app/modules/companies/router.py,"require_roles(Role.manager, Role.admin, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0322,be,backend/app/modules/companies/router.py,"require_roles(Role.manager, Role.admin, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0323,be,backend/app/modules/companies/router.py,"require_roles(Role.manager, Role.admin, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0324,be,backend/app/modules/companies/router.py,"require_roles(Role.manager, Role.admin, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0325,be,backend/app/modules/companies/router.py,"require_roles(Role.manager, Role.admin, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0326,be,backend/app/modules/companies/router.py,"require_roles(Role.manager, Role.admin, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0327,be,backend/app/modules/companies/router.py,"require_roles(Role.manager, Role.admin, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0328,be,backend/app/modules/companies/router.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0329,be,backend/app/modules/companies/router.py,"require_roles(Role.manager, Role.admin, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0330,be,backend/app/modules/companies/router.py,"require_roles(Role.manager, Role.admin, Role.recruiter, Role.viewer)","admin,manager,recruiter,viewer",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0331,be,backend/app/modules/companies/router.py:93,effective_include_archived = include_archived or user_role == Role.superadmin.value,superadmin,TRUST,keep canonical trust role,M,open
BE-0332,be,backend/app/modules/companies/router.py:94,if user_role == Role.superadmin.value:,superadmin,TRUST,keep canonical trust role,M,open
BE-0333,be,backend/app/modules/sales_orders/router.py,"require_roles(Role.admin, Role.manager, Role.supervisor, Role.recruiter, Role.viewer)","admin,manager,recruiter,supervisor,viewer",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0334,be,backend/app/modules/sales_orders/router.py,"require_roles(Role.admin, Role.manager, Role.supervisor)","admin,manager,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0335,be,backend/app/modules/client_accounts/router.py,"require_roles(Role.admin, Role.manager, Role.supervisor, Role.recruiter, Role.viewer)","admin,manager,recruiter,supervisor,viewer",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0336,be,backend/app/modules/client_accounts/router.py,"require_roles(Role.admin, Role.manager, Role.supervisor)","admin,manager,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0337,be,backend/app/modules/client_accounts/router.py,"require_roles(Role.admin, Role.manager, Role.supervisor, Role.recruiter, Role.viewer)","admin,manager,recruiter,supervisor,viewer",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0338,be,backend/app/modules/client_accounts/router.py,"require_roles(Role.admin, Role.manager, Role.supervisor)","admin,manager,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0339,be,backend/app/modules/client_accounts/router.py,"require_roles(Role.admin, Role.manager, Role.supervisor, Role.recruiter, Role.viewer)","admin,manager,recruiter,supervisor,viewer",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0340,be,backend/app/modules/applications/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter, Role.viewer)","admin,manager,recruiter,viewer",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0341,be,backend/app/modules/applications/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter, Role.viewer)","admin,manager,recruiter,viewer",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0342,be,backend/app/modules/applications/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter, Role.viewer)","admin,manager,recruiter,viewer",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0343,be,backend/app/modules/applications/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter, Role.viewer)","admin,manager,recruiter,viewer",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0344,be,backend/app/modules/applications/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0345,be,backend/app/modules/applications/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0346,be,backend/app/modules/applications/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter, Role.viewer)","admin,manager,recruiter,viewer",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0347,be,backend/app/modules/applications/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter, Role.viewer)","admin,manager,recruiter,viewer",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0348,be,backend/app/modules/applications/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0349,be,backend/app/modules/applications/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0350,be,backend/app/modules/applications/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0351,be,backend/app/modules/applications/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0352,be,backend/app/modules/applications/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0353,be,backend/app/modules/applications/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0354,be,backend/app/modules/vacancies/router.py,"require_roles(AuthRole.administrator, AuthRole.supervisor, AuthRole.recruiter, AuthRole.viewer)","administrator,recruiter,supervisor,viewer",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0355,be,backend/app/modules/vacancies/router.py,"require_roles(AuthRole.administrator, AuthRole.supervisor, AuthRole.recruiter)","administrator,recruiter,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0356,be,backend/app/modules/vacancies/router.py,"require_roles(AuthRole.administrator, AuthRole.supervisor, AuthRole.recruiter, AuthRole.viewer)","administrator,recruiter,supervisor,viewer",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0357,be,backend/app/modules/vacancies/router.py,"require_roles(AuthRole.administrator, AuthRole.supervisor, AuthRole.recruiter)","administrator,recruiter,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0358,be,backend/app/modules/vacancies/router.py,"require_roles(AuthRole.administrator, AuthRole.supervisor, AuthRole.recruiter)","administrator,recruiter,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0359,be,backend/app/modules/vacancies/router.py,require_roles(AuthRole.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0360,be,backend/app/modules/vacancies/router.py,require_roles(AuthRole.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0361,be,backend/app/modules/vacancies/router.py,require_roles(AuthRole.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0362,be,backend/app/modules/leads/service/_processing.py:606,"roles=[Role.administrator, Role.supervisor],",administrator,TRUST,keep canonical trust role,M,open
BE-0363,be,backend/app/modules/leads/service/_processing.py:606,"roles=[Role.administrator, Role.supervisor],",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0364,be,backend/app/modules/leads/service/_processing.py:659,"roles=[Role.administrator, Role.supervisor],",administrator,TRUST,keep canonical trust role,M,open
BE-0365,be,backend/app/modules/leads/service/_processing.py:659,"roles=[Role.administrator, Role.supervisor],",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0366,be,backend/app/modules/leads/service/_processing.py:772,"roles=[Role.administrator, Role.supervisor],",administrator,TRUST,keep canonical trust role,M,open
BE-0367,be,backend/app/modules/leads/service/_processing.py:772,"roles=[Role.administrator, Role.supervisor],",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0368,be,backend/app/modules/leads/service/_processing.py:831,"roles=[Role.administrator, Role.supervisor],",administrator,TRUST,keep canonical trust role,M,open
BE-0369,be,backend/app/modules/leads/service/_processing.py:831,"roles=[Role.administrator, Role.supervisor],",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0370,be,backend/app/modules/leads/service/_processing.py:905,"roles=[Role.administrator, Role.supervisor],",administrator,TRUST,keep canonical trust role,M,open
BE-0371,be,backend/app/modules/leads/service/_processing.py:905,"roles=[Role.administrator, Role.supervisor],",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0372,be,backend/app/modules/leads/service/_processing.py:965,"roles=[Role.administrator, Role.supervisor],",administrator,TRUST,keep canonical trust role,M,open
BE-0373,be,backend/app/modules/leads/service/_processing.py:965,"roles=[Role.administrator, Role.supervisor],",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0374,be,backend/app/modules/leads/service/_processing.py:977,"roles=[Role.administrator, Role.supervisor],",administrator,TRUST,keep canonical trust role,M,open
BE-0375,be,backend/app/modules/leads/service/_processing.py:977,"roles=[Role.administrator, Role.supervisor],",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0376,be,backend/app/modules/leads/service/_processing.py:1058,"roles=[Role.administrator, Role.supervisor],",administrator,TRUST,keep canonical trust role,M,open
BE-0377,be,backend/app/modules/leads/service/_processing.py:1058,"roles=[Role.administrator, Role.supervisor],",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0378,be,backend/app/modules/leads/service/_processing.py:1111,"roles=[Role.administrator, Role.supervisor],",administrator,TRUST,keep canonical trust role,M,open
BE-0379,be,backend/app/modules/leads/service/_processing.py:1111,"roles=[Role.administrator, Role.supervisor],",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0380,be,backend/app/modules/leads/service/intake_vacancy_confirm.py:133,"roles=[Role.administrator, Role.supervisor],",administrator,TRUST,keep canonical trust role,M,open
BE-0381,be,backend/app/modules/leads/service/intake_vacancy_confirm.py:133,"roles=[Role.administrator, Role.supervisor],",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0382,be,backend/app/modules/leads/service/intake_decision.py:440,"roles=[Role.administrator, Role.supervisor],",administrator,TRUST,keep canonical trust role,M,open
BE-0383,be,backend/app/modules/leads/service/intake_decision.py:440,"roles=[Role.administrator, Role.supervisor],",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0384,be,backend/app/api/v1/company_module_settings.py,"require_roles(Role.administrator, Role.supervisor, Role.hr_officer)","administrator,hr_officer,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0385,be,backend/app/api/v1/company_module_settings.py,"require_roles(Role.administrator, Role.supervisor, Role.hr_officer)","administrator,hr_officer,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0386,be,backend/app/api/v1/company_module_settings.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0387,be,backend/app/api/v1/global_search.py,require_roles(*GLOBAL_SEARCH_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0388,be,backend/app/api/v1/global_search.py:25,"Role.superadmin,",superadmin,TRUST,keep canonical trust role,M,open
BE-0389,be,backend/app/api/v1/global_search.py:26,"Role.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-0390,be,backend/app/api/v1/global_search.py:27,"Role.supervisor,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0391,be,backend/app/api/v1/global_search.py:28,"Role.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0392,be,backend/app/api/v1/global_search.py:29,"Role.viewer,",viewer,TRUST,keep canonical trust role,M,open
BE-0393,be,backend/app/api/v1/global_search.py:30,"Role.client_manager,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0394,be,backend/app/api/v1/global_search.py:31,"Role.client_processor,",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0395,be,backend/app/api/v1/global_search.py:32,"Role.compliance_officer,",compliance_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0396,be,backend/app/api/v1/candidate_profile.py,"require_roles(Role.manager, Role.admin, Role.client_manager, Role.client_processor)","admin,client_manager,client_processor,manager",PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0397,be,backend/app/api/v1/candidate_profile.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0398,be,backend/app/api/v1/candidate_profile.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0399,be,backend/app/api/v1/hr_dashboard.py,"require_roles(Role.hr_officer, Role.administrator, Role.supervisor)","administrator,hr_officer,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0400,be,backend/app/api/v1/hr_dashboard.py,"require_roles(Role.hr_officer, Role.administrator, Role.supervisor)","administrator,hr_officer,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0401,be,backend/app/api/v1/hr_dashboard.py,"require_roles(Role.hr_officer, Role.administrator, Role.supervisor)","administrator,hr_officer,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0402,be,backend/app/api/v1/hr_dashboard.py,"require_roles(Role.hr_officer, Role.administrator, Role.supervisor)","administrator,hr_officer,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0403,be,backend/app/api/v1/candidate_permits.py,"require_roles(Role.manager, Role.admin, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0404,be,backend/app/api/v1/candidate_permits.py,"require_roles(Role.manager, Role.viewer, Role.admin, Role.recruiter)","admin,manager,recruiter,viewer",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0405,be,backend/app/api/v1/candidate_permits.py,"require_roles(Role.manager, Role.admin, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0406,be,backend/app/api/v1/candidate_permits.py,"require_roles(Role.manager, Role.admin, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0407,be,backend/app/api/v1/candidate_permits.py:22,"Role.recruiter.value,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0408,be,backend/app/api/v1/candidate_permits.py:23,"Role.supervisor.value,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0409,be,backend/app/api/v1/candidate_permits.py:24,"Role.manager.value,",manager,ALIAS,normalize via normalize_trust_role,M,open
BE-0410,be,backend/app/api/v1/candidate_employments.py,"require_roles(Role.manager, Role.recruiter, Role.admin, Role.viewer)","admin,manager,recruiter,viewer",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0411,be,backend/app/api/v1/candidate_employments.py,"require_roles(Role.manager, Role.recruiter, Role.admin)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0412,be,backend/app/api/v1/candidate_employments.py,"require_roles(Role.manager, Role.recruiter, Role.admin)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0413,be,backend/app/api/v1/candidate_employments.py,"require_roles(Role.manager, Role.recruiter, Role.admin)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0414,be,backend/app/api/v1/onboarding.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0415,be,backend/app/api/v1/onboarding.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0416,be,backend/app/api/v1/onboarding.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0417,be,backend/app/api/v1/candidates_delete.py,require_roles(Role.recruiter),recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0418,be,backend/app/api/v1/candidates_delete.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0419,be,backend/app/api/v1/candidates_delete.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0420,be,backend/app/api/v1/candidates_delete.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0421,be,backend/app/api/v1/candidates_delete.py:32,if ctx.role == Role.recruiter.value:,recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0422,be,backend/app/api/v1/candidates_delete.py:61,supervisor_filter = ctx.sub if ctx.role == Role.supervisor.value else None,supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0423,be,backend/app/api/v1/hr_inbox.py,"require_roles(Role.hr_officer, Role.administrator, Role.supervisor)","administrator,hr_officer,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0424,be,backend/app/api/v1/hr_inbox.py,"require_roles(Role.hr_officer, Role.administrator, Role.supervisor)","administrator,hr_officer,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0425,be,backend/app/api/v1/hr_inbox.py,"require_roles(Role.hr_officer, Role.administrator, Role.supervisor)","administrator,hr_officer,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0426,be,backend/app/api/v1/hr_inbox.py,"require_roles(Role.hr_officer, Role.administrator, Role.supervisor)","administrator,hr_officer,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0427,be,backend/app/api/v1/hr_inbox.py,"require_roles(Role.hr_officer, Role.administrator, Role.supervisor)","administrator,hr_officer,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0428,be,backend/app/api/v1/hr_inbox.py,"require_roles(Role.hr_officer, Role.administrator, Role.supervisor)","administrator,hr_officer,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0429,be,backend/app/api/v1/hr_inbox.py,"require_roles(Role.hr_officer, Role.administrator, Role.supervisor)","administrator,hr_officer,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0430,be,backend/app/api/v1/hr_inbox.py,"require_roles(Role.hr_officer, Role.administrator, Role.supervisor)","administrator,hr_officer,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0431,be,backend/app/api/v1/next_actions.py,"require_roles(Role.admin, Role.manager, Role.recruiter, Role.viewer)","admin,manager,recruiter,viewer",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0432,be,backend/app/api/v1/documents.py,"require_roles(Role.recruiter, Role.manager, Role.admin)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0433,be,backend/app/api/v1/documents.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0434,be,backend/app/api/v1/documents.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0435,be,backend/app/api/v1/documents.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0436,be,backend/app/api/v1/documents.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0437,be,backend/app/api/v1/document_policies.py,"require_roles(Role.admin, Role.supervisor)","admin,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0438,be,backend/app/api/v1/document_policies.py,"require_roles(Role.admin, Role.supervisor)","admin,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0439,be,backend/app/api/v1/document_policies.py,"require_roles(Role.admin, Role.supervisor)","admin,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0440,be,backend/app/api/v1/document_policies.py,"require_roles(Role.admin, Role.supervisor)","admin,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0441,be,backend/app/api/v1/candidate_links.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0442,be,backend/app/api/v1/own_companies.py,"require_roles(Role.admin, Role.manager, Role.supervisor, Role.administrator)","admin,administrator,manager,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0443,be,backend/app/api/v1/own_companies.py,"require_roles(Role.admin, Role.manager, Role.supervisor, Role.administrator)","admin,administrator,manager,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0444,be,backend/app/api/v1/candidate_stages.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0445,be,backend/app/api/v1/candidate_stages.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0446,be,backend/app/api/v1/candidate_stages.py,require_roles(Role.admin),admin,ALIAS,normalize via normalize_trust_role,M,open
BE-0447,be,backend/app/api/v1/funnels.py,"require_roles(Role.manager, Role.admin, Role.hr_officer)","admin,hr_officer,manager",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0448,be,backend/app/api/v1/funnels.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0449,be,backend/app/api/v1/funnels.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0450,be,backend/app/api/v1/funnels.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0451,be,backend/app/api/v1/funnels.py,require_roles(Role.admin),admin,ALIAS,normalize via normalize_trust_role,M,open
BE-0452,be,backend/app/api/v1/funnels.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0453,be,backend/app/api/v1/meta.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0454,be,backend/app/api/v1/handoffs.py,require_roles(*HR_WORKSPACE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0455,be,backend/app/api/v1/handoffs.py,require_roles(*HR_WORKSPACE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0456,be,backend/app/api/v1/handoffs.py,require_roles(*HR_WORKSPACE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0457,be,backend/app/api/v1/handoffs.py,require_roles(*HR_WORKSPACE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0458,be,backend/app/api/v1/handoffs.py,require_roles(*HR_WORKSPACE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0459,be,backend/app/api/v1/handoffs.py,require_roles(*HR_WORKSPACE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0460,be,backend/app/api/v1/handoffs.py,require_roles(*HR_WORKSPACE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0461,be,backend/app/api/v1/handoffs.py,require_roles(*HR_WORKSPACE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0462,be,backend/app/api/v1/handoffs.py,require_roles(*HR_WORKSPACE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0463,be,backend/app/api/v1/handoffs.py,require_roles(*HR_WORKSPACE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0464,be,backend/app/api/v1/handoffs.py,require_roles(*HR_WORKSPACE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0465,be,backend/app/api/v1/handoffs.py,require_roles(*HR_WORKSPACE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0466,be,backend/app/api/v1/handoffs.py,require_roles(*HR_WORKSPACE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0467,be,backend/app/api/v1/handoffs.py:47,"HR_WORKSPACE_ROLES = (Role.hr_officer, Role.administrator, Role.supervisor)",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0468,be,backend/app/api/v1/handoffs.py:47,"HR_WORKSPACE_ROLES = (Role.hr_officer, Role.administrator, Role.supervisor)",administrator,TRUST,keep canonical trust role,M,open
BE-0469,be,backend/app/api/v1/handoffs.py:47,"HR_WORKSPACE_ROLES = (Role.hr_officer, Role.administrator, Role.supervisor)",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0470,be,backend/app/api/v1/legal_documents.py,"require_roles(Role.admin, Role.owner)","admin,owner",ALIAS,normalize via normalize_trust_role,M,open
BE-0471,be,backend/app/api/v1/legal_documents.py,"require_roles(Role.admin, Role.owner)","admin,owner",ALIAS,normalize via normalize_trust_role,M,open
BE-0472,be,backend/app/api/v1/legal_documents.py,"require_roles(Role.admin, Role.owner)","admin,owner",ALIAS,normalize via normalize_trust_role,M,open
BE-0473,be,backend/app/api/v1/legal_documents.py,"require_roles(Role.admin, Role.owner)","admin,owner",ALIAS,normalize via normalize_trust_role,M,open
BE-0474,be,backend/app/api/v1/services.py,"require_roles(Role.viewer, Role.recruiter, Role.supervisor, Role.administrator)","administrator,recruiter,supervisor,viewer",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0475,be,backend/app/api/v1/services.py,"require_roles(Role.administrator, Role.owner, Role.admin)","admin,administrator,owner",ALIAS,normalize via normalize_trust_role,M,open
BE-0476,be,backend/app/api/v1/services.py,"require_roles(Role.administrator, Role.owner, Role.admin)","admin,administrator,owner",ALIAS,normalize via normalize_trust_role,M,open
BE-0477,be,backend/app/api/v1/services.py,"require_roles(Role.viewer, Role.recruiter, Role.supervisor, Role.administrator)","administrator,recruiter,supervisor,viewer",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0478,be,backend/app/api/v1/services.py,"require_roles(Role.viewer, Role.recruiter, Role.supervisor, Role.administrator)","administrator,recruiter,supervisor,viewer",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0479,be,backend/app/api/v1/services.py,"require_roles(Role.viewer, Role.recruiter, Role.supervisor, Role.administrator)","administrator,recruiter,supervisor,viewer",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0480,be,backend/app/api/v1/services.py,"require_roles(Role.recruiter, Role.supervisor, Role.administrator)","administrator,recruiter,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0481,be,backend/app/api/v1/services.py,"require_roles(Role.recruiter, Role.supervisor, Role.administrator)","administrator,recruiter,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0482,be,backend/app/api/v1/services.py,"require_roles(Role.recruiter, Role.supervisor, Role.administrator)","administrator,recruiter,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
